S. No.,Month,Crash Date,Crash Day,Article Date,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type,Latitude,Longitude,Age_Count,Average_Age,Minimum_Age,Maximum_Age,Object_2_Type,Crash_Year,Crash_Month_Number,Crash_Day_Number
149,February,2022-02-05,Saturday,2022-02-06,Krishnayapalem,Nil,Andhra Pradesh,"16.82089116931901, 81.59278745690153",TWO WHEELER,POLE,3,0,"19,19,19",MALE,SH,Fixed Object Collision,16.82089116931901,81.59278745690153,3.0,19.0,19.0,19.0,OBJECT,2022,2,5
150,February,2022-02-06,Sunday,2022-02-06,Budagavi,Nil,Andhra Pradesh,"14.962623936340337, 77.23330737491476",CAR,TRUCK,9,0,,,NH,Others,14.962623936340336,77.23330737491476,,,,,VEHICLE,2022,2,6
151,February,2022-02-05,Saturday,2022-02-06,Pirappancode,Nil,Kerala,"8.659199326714372, 76.91968191971127",SUV,TREE,1,2,56,FEMALE,SH,Fixed Object Collision,8.659199326714372,76.91968191971127,1.0,56.0,56.0,56.0,OBJECT,2022,2,5
157,February,2022-02-05,Saturday,2022-02-07,Punawale,Nil,Maharashtra,"18.632492103607568, 73.74157079427587",CAR,TRUCK,3,2,"19,40,54",MALE,NH,With Parked Vehicle,18.632492103607568,73.74157079427587,3.0,37.666666666666664,19.0,54.0,VEHICLE,2022,2,5
158,February,2022-02-06,Sunday,2022-02-07,ZOO Park,Vizag,Andhra Pradesh,"17.760528885443883, 83.35495694453758",TWO WHEELER,CAR,1,2,3,FEMALE,SH,Hit From Back,17.760528885443883,83.35495694453758,1.0,3.0,3.0,3.0,VEHICLE,2022,2,6
160,February,2022-02-07,Monday,2022-02-08,Nagaur,Nil,Rajasthan,"27.2138302972568, 73.71605649545057",CAR,CAR,2,3,,MALE,NH,Head On Collision,27.2138302972568,73.71605649545057,,,,,VEHICLE,2022,2,0
161,February,2022-02-07,Monday,2022-02-08,Keerwa,Nil,Rajasthan,"25.49987528377706, 73.25112435658373",CAR,DIVIDER,1,1,50,MALE,NH,Fixed Object Collision,25.49987528377706,73.25112435658373,1.0,50.0,50.0,50.0,OBJECT,2022,2,0
163,February,2022-02-09,Wednesday,2022-02-09,Halvad,Nil,Gujarat,"23.004502500291746, 71.15380897504323",SUV,NIL,3,2,,,SH,Run Off Road,23.004502500291743,71.15380897504323,,,,,UNKNOWN,2022,2,2
164,February,2022-02-08,Tuesday,2022-02-09,Titra,Nil,Bihar,"26.22754594175393, 84.24243447792814",TWO WHEELER,BUS,2,3,"25,25",MALE,NH,Others,26.22754594175393,84.24243447792814,2.0,25.0,25.0,25.0,VEHICLE,2022,2,1
165,February,2022-02-08,Tuesday,2022-02-09,Sothupakkam,Nil,Tamil Nadu,"12.440200277367603, 79.83599847114043",VAN,TRUCK,3,10,"30,60,3",BOTH,NH,With Parked Vehicle,12.440200277367603,79.83599847114043,3.0,31.0,3.0,60.0,VEHICLE,2022,2,1
166,February,2022-02-09,Wednesday,2022-02-10,Adoor,Nil,Kerala,"9.156390493413305, 76.73231340739379",CAR,CANAL,3,4,"51,53,60",FEMALE,SH,Vehicle Overturn,9.156390493413303,76.73231340739379,3.0,54.666666666666664,51.0,60.0,OBJECT,2022,2,2
168,February,2022-02-09,Wednesday,2022-02-10,Mamoni,Nil,Rajasthan,"25.187145880104637, 77.11115122253314",SUV,NIL,3,9,"50,12,51",BOTH,NH,Run Off Road,25.18714588010464,77.11115122253314,3.0,37.666666666666664,12.0,51.0,UNKNOWN,2022,2,2
169,February,2022-02-08,Tuesday,2022-02-10,Thagarapuvalasa,Nil,Andhra Pradesh,"17.931285780564018, 83.42356678931198",TWO WHEELER,LORRY,2,0,"28,40",MALE,NH,With Parked Vehicle,17.931285780564018,83.42356678931198,2.0,34.0,28.0,40.0,VEHICLE,2022,2,1
170,February,2022-02-09,Wednesday,2022-02-11,Varkala,Nil,Kerala,"8.74283202760778, 76.72160216889189",PEDESTRIAN,TWO WHEELER,1,2,60,MALE,SH,Hit and Run,8.74283202760778,76.72160216889189,1.0,60.0,60.0,60.0,VEHICLE,2022,2,2
173,February,2022-02-10,Thursday,2022-02-11,Ramol,Ahmedabad,Gujarat,"22.974129466237112, 72.6534256375576",CAR,TRUCK,2,3,,MALE,NH,With Parked Vehicle,22.974129466237112,72.6534256375576,,,,,VEHICLE,2022,2,3
175,February,2022-02-11,Friday,2022-02-12,Sihora,Nil,Gujarat,"23.488212910200673, 80.10769353179742",CAR,TRUCK,2,3,"50,38",MALE,NH,With Parked Vehicle,23.488212910200676,80.10769353179742,2.0,44.0,38.0,50.0,VEHICLE,2022,2,4
179,February,2022-02-12,Saturday,2022-02-13,Devagiri,Nil,Karnataka,"14.838820326235737, 75.3533581920594",BUS,NIL,2,30,"34,35",MALE,NH,Run Off Road,14.838820326235735,75.3533581920594,2.0,34.5,34.0,35.0,UNKNOWN,2022,2,5
180,February,2022-02-12,Saturday,2022-02-13,Kalpana Ginning,Nil,Maharashtra,"21.00119281715471, 79.39828299234789",CAR,NIL,3,1,"55,50,25",BOTH,SH,Run Off Road,21.00119281715471,79.39828299234789,3.0,43.333333333333336,25.0,55.0,UNKNOWN,2022,2,5
182,February,2022-02-12,Saturday,2022-02-14,Ottakkalmandapam,Nil,Tamil Nadu,"10.873262324653167, 77.00665745816913",TWO WHEELER,BUS,2,0,"25,19",BOTH,NH,Head On Collision,10.873262324653169,77.00665745816913,2.0,22.0,19.0,25.0,VEHICLE,2022,2,5
186,February,2022-02-15,Tuesday,2022-02-15,RJ SH12,Jaipur,Rajasthan,"26.761340281072, 75.74696895289894",CAR,TREE,5,0,,MALE,SH,Fixed Object Collision,26.761340281072,75.74696895289894,,,,,OBJECT,2022,2,1
187,February,2022-02-15,Tuesday,2022-02-15,Khopoli,Nil,Maharashtra,"18.785150637116026, 73.34700081173162",CAR,TRUCK,4,0,"36,32,31",MALE,NH,Hit From Back,18.785150637116026,73.34700081173162,3.0,33.0,31.0,36.0,VEHICLE,2022,2,1
188,February,2022-02-14,Monday,2022-02-15,Jalali,Nil,Uttar Pradesh,"26.540203411080476, 81.63236223814823",SUV,TRUCK,2,5,"40,70",BOTH,NH,With Parked Vehicle,26.54020341108048,81.63236223814823,2.0,55.0,40.0,70.0,VEHICLE,2022,2,0
189,February,2022-02-16,Wednesday,2022-02-16,Kolar,Nil,Karnataka,"13.126527581387272, 78.11583179770683",CAR,DIVIDER,4,2,,BOTH,NH,Fixed Object Collision,13.126527581387272,78.11583179770683,,,,,OBJECT,2022,2,2
191,February,2022-02-16,Wednesday,2022-02-16,Narayanpur,Nil,Uttar Pradesh,"25.19145275727694, 83.02887846513721",CAR,TRUCK,6,0,"34,28,28,8,10",BOTH,SH,With Parked Vehicle,25.19145275727694,83.02887846513721,5.0,21.6,8.0,34.0,VEHICLE,2022,2,2
196,February,2022-02-16,Wednesday,2022-02-17,SIDCO IND. Estate,Coimbatore,Tamil Nadu,"10.938080599081948, 76.98016337449293",CAR,TRUCK,2,1,"28,50",BOTH,NH,Head On Collision,10.938080599081948,76.98016337449293,2.0,39.0,28.0,50.0,VEHICLE,2022,2,2
197,February,2022-02-15,Tuesday,2022-02-17,Kishanganj,Nil,Madhya Pradesh,"22.578983326258918, 75.77721150442704",TWO WHEELER,UNIDENTIFIED,1,0,45,MALE,NH,Hit and Run,22.57898332625892,75.77721150442704,1.0,45.0,45.0,45.0,UNKNOWN,2022,2,1
198,February,2022-02-18,Friday,2022-02-18,Golden Temple,Nil,Tamil Nadu,"12.869718563956598, 79.087678239575",CAR,TRUCK,4,1,"23,25,25,2",BOTH,SH,Hit From Back,12.869718563956598,79.087678239575,4.0,18.75,2.0,25.0,VEHICLE,2022,2,4
199,February,2022-02-17,Thursday,2022-02-18,Nokh,Nil,Rajasthan,"27.568099266809714, 72.2475957764855",CAR,UNIDENTIFIED,2,2,65,FEMALE,NH,Hit and Run,27.568099266809718,72.2475957764855,1.0,65.0,65.0,65.0,UNKNOWN,2022,2,3
201,February,2022-02-19,Saturday,2022-02-19,Gattamma Temple,Nil,Telangana,"18.188326947884857, 79.91491551269137",CAR,BUS,4,4,,BOTH,NH,Head On Collision,18.188326947884857,79.91491551269137,,,,,VEHICLE,2022,2,5
202,February,2022-02-19,Saturday,2022-02-19,Nathdwara,Nil,Rajasthan,"24.9308253171582, 73.82617210519453",TWO WHEELER,UNIDENTIFIED,3,0,"30,14,38",MALE,NH,Hit and Run,24.9308253171582,73.82617210519453,3.0,27.333333333333332,14.0,38.0,UNKNOWN,2022,2,5
204,February,2022-02-17,Thursday,2022-02-19,Dhank,Nil,Chhattisgarh,"21.22049960531919, 82.40670193772387",TWO WHEELER,UNIDENTIFIED,4,0,"45,18,18,18",BOTH,NH,Hit and Run,21.22049960531919,82.40670193772387,4.0,24.75,18.0,45.0,UNKNOWN,2022,2,3
205,February,2022-02-19,Saturday,2022-02-19,Kisagar,Nil,Bihar,"25.589870746053073, 84.25004814353804",SUV,BUS,5,10,"37,75",BOTH,NH,Head On Collision,25.589870746053077,84.25004814353804,2.0,56.0,37.0,75.0,VEHICLE,2022,2,5
206,February,2022-02-20,Sunday,2022-02-20,Chambal Bridge Kota,Kota,Rajasthan,"25.195967165236652, 75.84516315344385",SUV,RIVER,9,0,,BOTH,NH,Vehicle Overturn,25.19596716523665,75.84516315344385,,,,,OBJECT,2022,2,6
207,February,2022-02-18,Friday,2022-02-20,Dolu,Nil,Assam,"24.92149865757436, 92.78156696643879",CAR,BRIDGE,1,3,,FEMALE,NH,Fixed Object Collision,24.92149865757436,92.7815669664388,,,,,VEHICLE,2022,2,4
209,February,2022-02-18,Friday,2022-02-20,Jivrajpark,Ahmedabad,Gujarat,"23.00544441957308, 72.53338811590844",TWO WHEELER,CRANE,1,1,23,MALE,NH,With Parked Vehicle,23.00544441957308,72.53338811590844,1.0,23.0,23.0,23.0,VEHICLE,2022,2,4
210,February,2022-02-21,Monday,2022-02-21,Chevella,Nil,Telangana,"17.313601040235092, 78.13928501548331",CAR,SUV,3,7,,BOTH,NH,Others,17.313601040235092,78.13928501548331,,,,,VEHICLE,2022,2,0
213,February,2022-02-20,Sunday,2022-02-21,Yanam-Yedurlanka Bridge,Nil,Andhra Pradesh,"16.726270377838905, 82.20194318234546",TWO WHEELER,VAN,4,3,"38,35,10,9",BOTH,NH,Head On Collision,16.726270377838905,82.20194318234546,4.0,23.0,9.0,38.0,VEHICLE,2022,2,6
214,February,2022-02-20,Sunday,2022-02-21,Pullagampalle,Nil,Andhra Pradesh,"14.08097302776957, 78.06890620844874",BUS,NIL,3,0,"45,40,18",BOTH,SH,Run Off Road,14.08097302776957,78.06890620844874,3.0,34.333333333333336,18.0,45.0,UNKNOWN,2022,2,6
215,February,2022-02-19,Saturday,2022-02-21,PiparCity,Nil,Rajasthan,"26.38744492359492, 73.53981947509264",TWO WHEELER,CAR,2,0,"21,20",BOTH,SH,Head On Collision,26.38744492359492,73.53981947509264,2.0,20.5,20.0,21.0,VEHICLE,2022,2,5
216,February,2022-02-22,Tuesday,2022-02-22,Tanakpur,Nil,Uttarakhand,"29.057010000030033, 80.1021978906326",PICK UP,GORGE,14,2,,,NH,Vehicle Overturn,29.057010000030036,80.1021978906326,,,,,OBJECT,2022,2,1
217,February,2022-02-20,Sunday,2022-02-22,Agar Road,Nil,Madhya Pradesh,"23.456187625116055, 75.88182763022814",CAR,TRACTOR,2,1,"68,23",MALE,SH,Head On Collision,23.45618762511605,75.88182763022814,2.0,45.5,23.0,68.0,VEHICLE,2022,2,6
221,February,2022-02-22,Tuesday,2022-02-23,Fatehbad Road,Agra,Uttar Pradesh,"27.158435724776187, 78.06272867574049",CAR,BUS,2,7,,,SH,Others,27.158435724776187,78.06272867574049,,,,,VEHICLE,2022,2,1
222,February,2022-02-21,Monday,2022-02-23,Kotdwar,Nil,Uttarakhand,"29.75842648666641, 78.54244677611753",CAR,GORGE,3,2,,,NH,Vehicle Overturn,29.75842648666641,78.54244677611753,,,,,OBJECT,2022,2,0
223,February,2022-02-21,Monday,2022-02-23,Mandala,Nil,Rajasthan,"28.315880502085022, 75.42778059962849",CAR,CAR,3,0,"59,80,63",BOTH,SH,Head On Collision,28.315880502085022,75.42778059962849,3.0,67.33333333333333,59.0,80.0,VEHICLE,2022,2,0
224,February,2022-02-22,Tuesday,2022-02-23,Khetolai,Nil,Rajasthan,"27.015212450599027, 71.70535690266628",SUV,NIL,3,2,"43,40,47",BOTH,NH,Vehicle Overturn,27.015212450599027,71.70535690266628,3.0,43.333333333333336,40.0,47.0,UNKNOWN,2022,2,1
226,February,2022-02-22,Tuesday,2022-02-23,Moinabad,Hyderabad,Telangana,"17.329662439312923, 78.27425994433521",TWO WHEELER,BUS,2,0,"60,45",BOTH,NH,Hit From Back,17.329662439312923,78.27425994433521,2.0,52.5,45.0,60.0,VEHICLE,2022,2,1
227,February,2022-02-21,Monday,2022-02-24,NH 360 Vani,Nil,Maharashtra,"20.33283598716889, 73.88779870315513",TWO WHEELER,BUS,1,0,23,MALE,NH,Head On Collision,20.33283598716889,73.88779870315513,1.0,23.0,23.0,23.0,VEHICLE,2022,2,0
228,February,2022-02-20,Sunday,2022-02-24,Dangsaundane,Nil,Maharashtra,"20.628825370716992, 74.03792201888484",TWO WHEELER,TWO WHEELER,1,0,18,MALE,SH,Others,20.628825370716992,74.03792201888484,1.0,18.0,18.0,18.0,VEHICLE,2022,2,6
229,February,2022-02-23,Wednesday,2022-02-24,Kasturbagram,Indore,Madhya Pradesh,"22.64951001448067, 75.88658250405783",TWO WHEELER,TRUCK,1,0,50,MALE,SH,Head On Collision,22.64951001448067,75.88658250405783,1.0,50.0,50.0,50.0,VEHICLE,2022,2,2
230,February,2022-02-24,Thursday,2022-02-25,Shindewadi Tunnel,Nil,Maharashtra,"18.391701123992394, 73.85593140292903",TWO WHEELER,TRUCK,2,0,"29,50",BOTH,NH,Hit From Back,18.391701123992394,73.85593140292903,2.0,39.5,29.0,50.0,VEHICLE,2022,2,3
233,February,2022-02-24,Thursday,2022-02-26,Shamshabad,Hyderabad,Telangana,"17.26200439015837, 78.38814180946548",TWO WHEELER,NIL,1,0,30,MALE,NH,Vehicle Overturn,17.26200439015837,78.38814180946548,1.0,30.0,30.0,30.0,UNKNOWN,2022,2,3
234,February,2022-02-24,Thursday,2022-02-26,Bhatan Tunnel,Nil,Maharashtra,"18.91367527325495, 73.17852135553856",PEDESTRIAN,UNIDENTIFIED,1,0,53,MALE,NH,Hit and Run,18.91367527325495,73.17852135553856,1.0,53.0,53.0,53.0,UNKNOWN,2022,2,3
235,February,2022-02-24,Thursday,2022-02-26,Sankeshwar,Nil,Karnataka,"16.263716185019536, 74.47309535046699",TWO WHEELER,TWO WHEELER,4,0,"24,23,23,21",MALE,SH,Head On Collision,16.263716185019536,74.47309535046699,4.0,22.75,21.0,24.0,VEHICLE,2022,2,3
236,February,2022-02-27,Sunday,2022-02-27,Budhana,Nil,Uttar Pradesh,"29.29006598210077, 77.47378345407694",TWO WHEELER,CAR,1,3,,MALE,SH,Head On Collision,29.29006598210077,77.47378345407694,,,,,VEHICLE,2022,2,6
240,February,2022-02-27,Sunday,2022-02-28,Bellary Road,Bengaluru,Karnataka,"13.134571102347406, 77.61675186207687",TWO WHEELER,CAR,2,0,"22,22",MALE,NH,Others,13.134571102347406,77.61675186207687,2.0,22.0,22.0,22.0,VEHICLE,2022,2,6
241,February,2022-02-27,Sunday,2022-02-28,Hebbal,Bengaluru,Karnataka,"13.035500082682866, 77.58892000253744",TWO WHEELER,DIVIDER,1,0,27,MALE,NH,Fixed Object Collision,13.035500082682866,77.58892000253744,1.0,27.0,27.0,27.0,OBJECT,2022,2,6
244,March,2022-02-27,Sunday,2022-03-01,Sinnar,Nil,Maharashtra,"19.846577303394984, 73.97107766153536",TWO WHEELER,TRUCK,1,0,25,MALE,NH,Others,19.846577303394984,73.97107766153536,1.0,25.0,25.0,25.0,VEHICLE,2022,2,6
245,March,2022-03-01,Tuesday,2022-03-01,Bhor Ghat,Nil,Maharashtra,"18.77063933979836, 73.36590938508034",TRUCK,WALL,1,22,,MALE,NH,Fixed Object Collision,18.77063933979836,73.36590938508034,,,,,OBJECT,2022,3,1
247,March,2022-02-27,Sunday,2022-03-01,Veerasandra Junction,Bengaluru,Karnataka,"12.846453600857831, 77.67215941964415",VAN,DIVIDER,1,1,23,MALE,NH,Fixed Object Collision,12.846453600857831,77.67215941964415,1.0,23.0,23.0,23.0,OBJECT,2022,2,6
249,March,2022-02-28,Monday,2022-03-02,Karad,Nil,Maharashtra,"17.286690427411575, 74.18447132552234",CAR,TRUCK,1,3,32,FEMALE,NH,Hit From Back,17.286690427411575,74.18447132552234,1.0,32.0,32.0,32.0,VEHICLE,2022,2,0
252,March,2022-02-28,Monday,2022-03-02,Punawale,Pune,Maharashtra,"18.632987304673655, 73.74146182222104",CAR,TRUCK,1,2,30,MALE,NH,Hit From Back,18.63298730467365,73.74146182222104,1.0,30.0,30.0,30.0,VEHICLE,2022,2,0
253,March,2022-03-02,Wednesday,2022-03-03,Kazhakkottam,Nil,Kerala,"8.560349800808412, 76.875886925318",TWO WHEELER,TRUCK,1,1,19,MALE,NH,Hit From Back,8.560349800808412,76.875886925318,1.0,19.0,19.0,19.0,VEHICLE,2022,3,2
254,March,2022-03-02,Wednesday,2022-03-03,Ayyankavu,Nil,Kerala,"10.058505914678154, 76.64636492554786",CAR,POLE,2,4,"75,31",MALE,NH,Fixed Object Collision,10.058505914678154,76.64636492554786,2.0,53.0,31.0,75.0,OBJECT,2022,3,2
258,March,2022-03-02,Wednesday,2022-03-04,Hotel Highway King Binola,Nil,Haryana,"28.29757364132327, 76.86837399663595",CAR,TRUCK,5,0,,MALE,NH,With Parked Vehicle,28.29757364132327,76.86837399663595,,,,,VEHICLE,2022,3,2
260,March,2022-03-04,Friday,2022-03-04,Green Chowk,Nil,Chhattisgarh,"21.199324620235608, 81.2887682600112",TRUCK,NIL,4,0,"26,26,23",MALE,SH,Run Off Road,21.199324620235608,81.2887682600112,3.0,25.0,23.0,26.0,UNKNOWN,2022,3,4
261,March,2022-03-03,Thursday,2022-03-04,Manoharpur,Nil,Rajasthan,"27.298943064764845, 75.95762115840584",TWO WHEELER,BUS,3,0,"20,28,18",MALE,NH,Hit From Side,27.298943064764845,75.95762115840584,3.0,22.0,18.0,28.0,VEHICLE,2022,3,3
263,March,2022-03-04,Friday,2022-03-05,MHKS Petrol Pump,Nagpur,Maharashtra,"21.20426880104254, 79.14620422583027",TWO WHEELER,TRUCK,1,2,17,MALE,NH,Head On Collision,21.20426880104254,79.14620422583027,1.0,17.0,17.0,17.0,VEHICLE,2022,3,4
266,March,2022-03-05,Saturday,2022-03-06,Katraj Tunnel,Nil,Maharashtra,"18.39892041913737, 73.84935979276045",TWO WHEELER,SUV,1,3,,MALE,NH,Hit From Back,18.39892041913737,73.84935979276045,,,,,VEHICLE,2022,3,5
267,March,2022-03-06,Sunday,2022-03-06,KG Chavadi,Nil,Tamil Nadu,"10.87206032990684, 76.89348210572516",VAN,TRUCK,2,7,"7,5",BOTH,NH,With Parked Vehicle,10.87206032990684,76.89348210572516,2.0,6.0,5.0,7.0,VEHICLE,2022,3,6
268,March,2022-03-05,Saturday,2022-03-06,Kishanganj,Nil,Rajasthan,"25.10031536069514, 76.67646540999337",CAR,TRUCK,1,1,30,MALE,NH,Others,25.10031536069514,76.67646540999337,1.0,30.0,30.0,30.0,VEHICLE,2022,3,5
269,March,2022-03-05,Saturday,2022-03-06,Kishanganj,Nil,Rajasthan,"25.101947583026973, 76.6731180130028",TRACTOR,TRUCK,1,2,35,MALE,NH,Others,25.101947583026973,76.6731180130028,1.0,35.0,35.0,35.0,VEHICLE,2022,3,5
270,March,2022-03-04,Friday,2022-03-06,Poonamallee High rd,Chennai,Tamil Nadu,"13.050848763275782, 80.0947979752743",TWO WHEELER,NIL,1,2,20,MALE,SH,Run Off Road,13.050848763275782,80.0947979752743,1.0,20.0,20.0,20.0,UNKNOWN,2022,3,4
271,March,2022-03-06,Sunday,2022-03-07,Degaon,Nil,Maharashtra,"17.609504860432846, 74.02802490439436",TRUCK,NIL,4,15,,BOTH,NH,Run Off Road,17.609504860432846,74.02802490439436,,,,,UNKNOWN,2022,3,6
272,March,2022-03-06,Sunday,2022-03-07,Elamanchili,Nil,Andhra Pradesh,"17.555017076256856, 82.84478078739808",PEDESTRIAN,LORRY,2,1,20,MALE,NH,Hit and Run,17.555017076256856,82.84478078739808,1.0,20.0,20.0,20.0,VEHICLE,2022,3,6
276,March,2022-03-06,Sunday,2022-03-08,Manpur,Nil,Madhya Pradesh,"22.430437925963222, 75.61669537388278",CAR,BUS,1,2,42,MALE,NH,With Parked Vehicle,22.430437925963226,75.61669537388278,1.0,42.0,42.0,42.0,VEHICLE,2022,3,6
278,March,2022-03-08,Tuesday,2022-03-09,Putharachal,Nil,Tamil Nadu,"10.90188754347919, 77.35709665574765",TWO WHEELER,TRUCK,4,0,"45,40,3,26",BOTH,SH,Others,10.90188754347919,77.35709665574765,4.0,28.5,3.0,45.0,VEHICLE,2022,3,1
281,March,2022-03-10,Thursday,2022-03-10,Chengalpattu Bridge,Nil,Tamil Nadu,"12.682730874771801, 79.98521902790553",TWO WHEELER,TRUCK,2,0,"45,51",MALE,SH,Hit From Back,12.6827308747718,79.98521902790553,2.0,48.0,45.0,51.0,VEHICLE,2022,3,3
282,March,2022-03-08,Tuesday,2022-03-10,Modinagar,Nil,Uttar Pradesh,"28.833243263781426, 77.57414318476498",TWO WHEELER,TRUCK,1,1,44,MALE,SH,Hit From Back,28.833243263781423,77.57414318476498,1.0,44.0,44.0,44.0,VEHICLE,2022,3,1
285,March,2022-03-09,Wednesday,2022-03-11,Bangaramma,Nil,Andhra Pradesh,"18.534999658377465, 83.19826114137548",TWO WHEELER,LORRY,1,0,25,MALE,SH,Others,18.534999658377465,83.19826114137548,1.0,25.0,25.0,25.0,VEHICLE,2022,3,2
286,March,2022-03-10,Thursday,2022-03-11,Amba Ghat,Nil,Maharashtra,"17.000592653821027, 73.77712806029851",SUV,GORGE,2,4,,FEMALE,NH,Vehicle Overturn,17.000592653821027,73.77712806029851,,,,,OBJECT,2022,3,3
287,March,2022-03-11,Friday,2022-03-12,Nerul Flyover,Mumbai,Maharashtra,"19.032645423077586, 73.02942374993484",TRUCK,TRUCK,1,1,23,MALE,NH,Hit From Back,19.032645423077582,73.02942374993484,1.0,23.0,23.0,23.0,VEHICLE,2022,3,4
288,March,2022-03-11,Friday,2022-03-12,Balurgi,Nil,Karnataka,"17.29688453077931, 76.37495067788755",CAR,TREE,5,0,,FEMALE,NH,Fixed Object Collision,17.29688453077931,76.37495067788755,,,,,OBJECT,2022,3,4
289,March,2022-03-11,Friday,2022-03-12,Rice Technology park,Nil,Karnataka,"15.633147275421006, 76.56589681159844",TRACTOR,NIL,4,16,"55,45,60,40",FEMALE,SH,Run Off Road,15.633147275421006,76.56589681159844,4.0,50.0,40.0,60.0,UNKNOWN,2022,3,4
290,March,2022-03-11,Friday,2022-03-12,Dudhia,Indore,Madhya Pradesh,"22.67603178168848, 75.94522481989529",TWO WHEELER,TRUCK,1,0,26,MALE,NH,Hit From Back,22.67603178168848,75.94522481989529,1.0,26.0,26.0,26.0,VEHICLE,2022,3,4
292,March,2022-03-13,Sunday,2022-03-13,Jaggaiahpet,Nil,Andhra Pradesh,"16.895063126476742, 80.11560317781093",CAR,CULVERT,5,1,1,BOTH,SH,Fixed Object Collision,16.895063126476742,80.11560317781093,1.0,1.0,1.0,1.0,VEHICLE,2022,3,6
294,March,2022-03-12,Saturday,2022-03-13,Lamna,Nil,Chhattisgarh,"22.710742787060603, 82.50931693292135",CAR,TRUCK,3,0,,,SH,Head On Collision,22.710742787060603,82.50931693292135,,,,,VEHICLE,2022,3,5
295,March,2022-03-11,Friday,2022-03-13,Desapatrunipalem Junction,Nil,Andhra Pradesh,"17.86628118850109, 83.19152640175578",TWO WHEELER,LORRY,3,0,"32,32,30",MALE,SH,Head On Collision,17.86628118850109,83.19152640175578,3.0,31.333333333333332,30.0,32.0,VEHICLE,2022,3,4
296,March,2022-03-12,Saturday,2022-03-14,Kundadam,Nil,Tamil Nadu,"10.84905403327252, 77.44744409508702",TWO WHEELER,DITCH,1,0,32,MALE,SH,Vehicle Overturn,10.84905403327252,77.44744409508702,1.0,32.0,32.0,32.0,OBJECT,2022,3,5
297,March,2022-03-12,Saturday,2022-03-14,Epcon Junction,Kolkata,West Bengal,"22.601893290143234, 88.37383577308988",PEDESTRIAN,TRUCK,1,0,65,MALE,SH,Hit and Run,22.601893290143234,88.37383577308988,1.0,65.0,65.0,65.0,VEHICLE,2022,3,5
304,March,2022-03-15,Tuesday,2022-03-16,Joba,Nil,Chhattisgarh,"19.42937203559203, 81.76036041919969",TRACTOR,TRUCK,5,17,,,NH,Head On Collision,19.42937203559203,81.76036041919969,,,,,VEHICLE,2022,3,1
305,March,2022-03-16,Wednesday,2022-03-16,Masana,Nil,Haryana,"30.05735761999651, 76.87996493850258",CAR,TRUCK,2,10,,,NH,Head On Collision,30.05735761999651,76.87996493850258,,,,,VEHICLE,2022,3,2
306,March,2022-03-16,Wednesday,2022-03-16,Tekkalivalasa,Nil,Andhra Pradesh,"18.449707400024923, 83.57664217942568",TWO WHEELER,BUS,3,1,"10,8,8",BOTH,SH,Head On Collision,18.449707400024923,83.57664217942568,3.0,8.666666666666666,8.0,10.0,VEHICLE,2022,3,2
309,March,2022-03-15,Tuesday,2022-03-17,Mahadevapura,Bengaluru,Karnataka,"12.98598086079149, 77.6906853405282",BUS,TRUCK,1,7,26,FEMALE,NH,With Parked Vehicle,12.98598086079149,77.6906853405282,1.0,26.0,26.0,26.0,VEHICLE,2022,3,1
313,March,2022-03-19,Saturday,2022-03-19,Pavagada,Nil,Karnataka,"14.091201794191328, 77.28334785048443",BUS,NIL,8,25,,,SH,Run Off Road,14.091201794191328,77.28334785048443,,,,,UNKNOWN,2022,3,5
318,March,2022-03-19,Saturday,2022-03-20,Gurugram-Alwar Rd,Nil,Haryana,"28.45316731819581, 77.03035134919776",PEDESTRIAN,TRUCK,2,0,"11,26",MALE,NH,Hit and Run,28.45316731819581,77.03035134919776,2.0,18.5,11.0,26.0,VEHICLE,2022,3,5
319,March,2022-03-18,Friday,2022-03-20,Chimrawali,Nil,Rajasthan,"27.36293399918115, 76.76680149484488",PEDESTRIAN,SUV,2,0,"25,23",MALE,SH,Hit and Run,27.36293399918115,76.76680149484488,2.0,24.0,23.0,25.0,VEHICLE,2022,3,4
320,March,2022-03-19,Saturday,2022-03-20,Behror,Nil,Rajasthan,"27.89165081734564, 76.29406000600738",CAR,TRUCK,3,3,"40,40,35",MALE,SH,With Parked Vehicle,27.89165081734564,76.29406000600738,3.0,38.333333333333336,35.0,40.0,VEHICLE,2022,3,5
321,March,2022-03-18,Friday,2022-03-20,Dera,Nil,Rajasthan,"27.15788653014015, 76.70106350691624",PEDESTRIAN,CAR,1,0,59,MALE,NH,Hit and Run,27.15788653014015,76.70106350691624,1.0,59.0,59.0,59.0,VEHICLE,2022,3,4
322,March,2022-03-19,Saturday,2022-03-20,Kanjar Colony,Nil,Rajasthan,"25.604216362643452, 75.16468547655597",TWO WHEELER,TWO WHEELER,2,5,,MALE,SH,Head On Collision,25.60421636264345,75.16468547655597,,,,,VEHICLE,2022,3,5
323,March,2022-03-19,Saturday,2022-03-20,Dulabh Nagar,Nil,Punjab,"30.83528544322029, 76.19317304364307",TWO WHEELER,CAR,1,2,30,MALE,NH,Others,30.83528544322029,76.19317304364307,1.0,30.0,30.0,30.0,VEHICLE,2022,3,5
